completionCode,trialNum,itemNum,condition,Value,sentence,conj1,conj2,ratingRT
CO705199,66,20,X-and-Y-ci,oldukça kötü,Fehime düğünden önce büyükanne ve dedeci bir gelenek hakkında yazı okudu.,büyükanne,dede,9574
CO705199,72,18,X-and-Y-li,kötü,Nevzat genç bir stajyerken okul ve camili bir mahallede oturdu.,okul,cami,7784
CO705199,75,27,X-ci-and-Y-ci,kötü sayılır,Baran araştırması için ormancı ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,9065
CO705199,78,7,X-siz-and-Y-siz,oldukça iyi,Dilek çeyiz alşverişi için battaniyesiz ve halısız bir paket seçmiş.,battaniye,halı,6613
CO705199,84,31,X-siz-and-Y-siz,iyi,Tülay sonbahar koleksiyonu için gömleksiz ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,9168
CO705199,87,9,X-li-and-Y-li,oldukça kötü,Zeynep bu hafta anneli ve babalı bir toplantıya katıldı.,anne,baba,5470
CO705199,90,10,X-and-Y-li,kötü,Ali geçen ay kedi ve köpekli bir veteriner kliniği açtı.,kedi,köpek,8405
CO705199,96,14,X-and-Y-lik,kötü sayılır,Elif takım oyununda fare ve aslanlık bir sembol seçti.,fare,aslan,9758
CO312940,3,2,X-and-Y-lik,kötü,Ömer yeni evine masa ve sandalyelik bir renk seçti.,masa,sandalye,6079
CO312940,6,25,X-lik-and-Y-lik,kötü,İzel toplantı sırasında burunluk ve boyunluk bir atkı ördü.,burun,boyun,6363
CO312940,9,30,X-and-Y-li,kötü,Asuman dergi yazısı için düğün ve cenazeli bir belgesel izledi.,cenaze,düğün,4684
CO312940,15,15,X-ci-and-Y-ci,iyi,Deniz misafir beklerken sürahici ve bardakçı bir antikacıdan alışveriş yaptı.,sürahi,bardak,5026
CO312940,21,32,X-and-Y-ci,iyi,Aydan restorasyon projesi için taban ve tavancı bir ustayla görüştü.,taban,tavan,5395
CO312940,24,31,X-ci-and-Y-ci,iyi sayılır,Tülay sonbahar koleksiyonu için gömlekçi ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,8723
CO312940,27,14,X-and-Y-li,iyi,Elif küçük bir çocukken fare ve aslanlı bir masal dinledi.,fare,aslan,6584
CO312940,30,23,X-ci-and-Y-ci,iyi sayılır,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,7442
CO312940,33,11,X-siz-and-Y-siz,iyi sayılır,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,7485
CO312940,36,3,X-siz-and-Y-siz,iyi,Leyla eski çarşıda atkısız ve şapkasız bir çocuğa acımış.,atkı,şapka,3487
CO312940,39,6,X-and-Y-li,kötü sayılır,Ali diyetteyken muz ve havuçlu bir kek yapardı.,muz,havuç,9218
CO312940,42,5,X-li-and-Y-li,iyi,Ece yılbaşı için tablolu ve vazolu bir masa aldı.,tablo,vazo,5829
CO312940,45,26,X-and-Y-lik,kötü,Sinan gece yarısı hayalet ve canavarlık bir sahne tasarladı.,hayalet,canavar,5951
CO312940,48,18,X-and-Y-lik,kötü sayılır,Nevzat genç bir stajyerken okul ve camilik bir alanın korunmasını önerdi.,okul,cami,5804
CO312940,54,22,X-and-Y-li,kötü sayılır,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,6987
CO312940,66,19,X-siz-and-Y-siz,kötü,Zühre son yolculukta gecesiz ve gündüzsüz bir tren yolculuğu önerdi.,gece,gündüz,4737
CO312940,69,21,X-li-and-Y-li,kötü sayılır,Mertcan dün akşam abili ve ablalı bir fotoğraf gösterdi.,abi,abla,6538
CO312940,72,1,X-lik-and-Y-lik,kötü,Emel geçen haftasonu çoraplık ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,4481
CO312940,78,10,X-and-Y-lik,kötü,Ali yeni firmada kedi ve köpeklik bir tasarım yaptı.,kedi,köpek,5136
CO312940,81,24,X-and-Y-ci,oldukça kötü,Neval ders çalışırken göz ve kulakçı bir doktorla konuştu.,göz,kulak,4647
CO312940,84,7,X-ci-and-Y-ci,kötü sayılır,Dilek çeyiz alşverişi için battaniyeci ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,7092
CO312940,87,27,X-siz-and-Y-siz,kötü,Baran araştırması için ormansız ve çölsüz bir bölge seçti.,orman,çöl,6625
CO312940,90,4,X-and-Y-siz,kötü,Burak tatlı için limon ve portakalsız bir tarif bulmuş.,limon,portakal,5978
CO312940,93,28,X-and-Y-siz,kötü sayılır,Yasemin mezuniyetinden önce doktor ve avukatsız bir mizansen canlandırdı.,avukat,doktor,4553
CO312940,96,12,X-and-Y-siz,kötü,Merve yeni hayatında ev ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,7642
CO991001,3,12,X-and-Y-li,oldukça kötü,Merve yaz tatilinde ev ve bahçeli bir tatil köyünü ziyaret etti.,ev,bahçe,5242
CO991001,6,1,X-siz-and-Y-siz,iyi sayılır,Emel geçen haftasonu çorapsız ve ayakkabısız bir yoga eğitimi aldı.,çorap,ayakkabı,5150
CO991001,9,8,X-and-Y-lik,kötü,Selin tamir için kapı ve pencerelik bir desen seçmiş.,kapı,pencere,9948
CO991001,15,20,X-and-Y-li,oldukça kötü,Fehime düğünden önce büyükanne ve dedeli bir aile hayatını irdeledi.,büyükanne,dede,8188
CO991001,18,10,X-and-Y-siz,iyi,Ali uzun zamandır kedi ve köpeksiz bir apartmanda yaşıyor.,kedi,köpek,4469
CO991001,21,19,X-li-and-Y-li,iyi,Zühre son yolculukta geceli ve gündüzlü bir seyahat planı hazırladı.,gece,gündüz,9412
CO991001,24,26,X-and-Y-siz,kötü,Sinan gece yarısı hayalet ve canavarsız bir film izledi.,hayalet,canavar,3698
CO991001,27,32,X-and-Y-lik,kötü,Aydan restorasyon projesi için taban ve tavanlık bir malzeme seçti.,taban,tavan,7221
CO991001,33,21,X-ci-and-Y-ci,oldukça kötü,Mertcan dün akşam abici ve ablacı bir komşu çocuğuna baktı.,abi,abla,5553
CO991001,36,2,X-and-Y-siz,iyi sayılır,Ömer yeni evine masa ve sandalyesiz bir mobilya takımı aldı.,masa,sandalye,8837
CO991001,39,6,X-and-Y-ci,kötü,Ali diyetteyken muz ve havuççu bir tezgahtara uğrardı.,muz,havuç,4969
CO991001,45,17,X-siz-and-Y-siz,iyi,Eylül kamp yaparken tepesiz ve nehirsiz bir manzara gördü.,tepe,nehir,4500
CO991001,48,4,X-and-Y-li,iyi sayılır,Burak tatlı için limon ve portakallı bir tarif bulmuş.,limon,portakal,6471
CO991001,51,28,X-and-Y-li,iyi sayılır,Yasemin mezuniyetinden önce doktor ve avukatlı bir skeç yazdı.,avukat,doktor,7256
CO991001,63,22,X-and-Y-ci,kötü sayılır,Yankı geçen yaz at ve balıkçı bir işletme sahibiyle tanıştı.,at,balık,9155
CO991001,66,7,X-lik-and-Y-lik,kötü,Dilek çeyiz alşverişi için battaniyelik ve halılık bir indirim bulmuş.,battaniye,halı,6383
CO991001,69,9,X-siz-and-Y-siz,iyi sayılır,Zeynep yıllar önce annesiz ve babasız bir çocukluk geçirdi.,anne,baba,6536
CO991001,75,11,X-li-and-Y-li,iyi sayılır,Ahmet yabancı bir üniversitede bilimli ve teknolojili bir eğitim sistemi savundu.,bilim,teknoloji,6742
CO991001,78,16,X-and-Y-lik,kötü,Okan üniversite yıllarında çiftlik ve fabrikalık bir proje sundu.,çiftlik,fabrika,4906
CO991001,81,25,X-siz-and-Y-siz,iyi sayılır,İzel toplantı sırasında burunsuz ve boyunsuz bir mumya fotoğrafı gösterdi.,burun,boyun,6887
CO991001,87,29,X-ci-and-Y-ci,iyi sayılır,Melis çocuk kitabı için ejderhacı ve perici bir illüstratörle çalıştı.,ejderha,peri,6920
CO991001,93,23,X-lik-and-Y-lik,iyi sayılır,Jale geçen hafta çatallık ve bıçaklık bir dolap aldı.,çatal,bıçak,4637
CO991001,96,13,X-ci-and-Y-ci,kötü sayılır,Emin geçen tatilde şehirci ve köycü bir yazarın kitabını okudu.,şehir,köy,7469
CO531213,2,31,X-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,2868
CO531213,5,2,X-lik-and-Y-lik,kötü,Ömer yeni evine masalık ve sandalyelik bir renk seçti.,masa,sandalye,1979
CO531213,11,17,X-and-Y-ci,kötü,Eylül kamp yaparken tepe ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,2223
CO531213,14,28,X-siz-and-Y-siz,kötü sayılır,Yasemin mezuniyetinden önce doktorsuz ve avukatsız bir mizansen canlandırdı.,avukat,doktor,1580
CO531213,17,29,X-and-Y-siz,oldukça kötü,Melis çocuk kitabı için ejderha ve perisiz bir bölüm yazdı.,ejderha,peri,2060
CO531213,20,10,X-lik-and-Y-lik,iyi,Ali yeni firmada kedilik ve köpeklik bir tasarım yaptı.,kedi,köpek,1542
CO531213,23,16,X-ci-and-Y-ci,oldukça iyi,Okan üniversite yıllarında çiftlikçi ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,1533
CO531213,29,24,X-ci-and-Y-ci,oldukça kötü,Neval ders çalışırken gözcü ve kulakçı bir doktorla konuştu.,göz,kulak,3477
CO531213,32,25,X-and-Y-ci,kötü sayılır,İzel toplantı sırasında burun ve boyuncu bir doktordan bahsetti.,burun,boyun,4260
CO531213,35,12,X-siz-and-Y-siz,iyi,Merve yeni hayatında evsiz ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,3749
CO531213,38,9,X-and-Y-ci,oldukça iyi,Zeynep bu hafta anne ve babacı bir yeğeniyle ilgilendi.,anne,baba,4830
CO531213,41,13,X-and-Y-siz,kötü,Emin geçen tatilde şehir ve köysüz bir gezi yaptı.,şehir,köy,2652
CO531213,44,11,X-and-Y-lik,kötü,Ahmet yabancı bir üniversitede bilim ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,3428
CO531213,47,15,X-and-Y-li,iyi sayılır,Deniz misafir beklerken sürahi ve bardaklı bir konsept hazırladı.,sürahi,bardak,3149
CO531213,50,19,X-and-Y-lik,kötü,Zühre son yolculukta gece ve gündüzlük bir program belirledi.,gece,gündüz,7805
CO531213,53,5,X-and-Y-siz,iyi sayılır,Ece yılbaşı için tablo ve vazosuz bir masa seçti.,tablo,vazo,2109
CO531213,56,22,X-li-and-Y-li,kötü,Yankı geçen yaz atlı ve balıklı bir tablo aldı.,at,balık,3277
CO531213,59,3,X-and-Y-lik,iyi,Leyla eski çarşıda atkı ve şapkalık bir askı beğenmiş.,atkı,şapka,2509
CO531213,62,20,X-siz-and-Y-siz,oldukça kötü,Fehime düğünden önce büyükannesiz ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,4252
CO531213,65,30,X-li-and-Y-li,kötü sayılır,Asuman dergi yazısı için düğünlü ve cenazeli bir belgesel izledi.,cenaze,düğün,2052
CO531213,68,1,X-and-Y-ci,oldukça kötü,Emel geçen haftasonu çorap ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,1748
CO531213,71,6,X-li-and-Y-li,oldukça kötü,Ali diyetteyken muzlu ve havuçlu bir kek yapardı.,muz,havuç,1933
CO531213,74,8,X-ci-and-Y-ci,iyi sayılır,Selin tamir için kapıcı ve pencereci bir marangozla anlaşmış.,kapı,pencere,2093
CO531213,77,7,X-and-Y-li,oldukça iyi,Dilek çeyiz alşverişi için battaniye ve halılı bir paket seçmiş.,battaniye,halı,2117
CO531213,80,14,X-li-and-Y-li,oldukça kötü,Elif küçük bir çocukken fareli ve aslanlı bir masal dinledi.,fare,aslan,1981
CO531213,83,18,X-lik-and-Y-lik,iyi sayılır,Nevzat genç bir stajyerken okulluk ve camilik bir alanın korunmasını önerdi.,okul,cami,1861
CO531213,86,21,X-and-Y-siz,kötü,Mertcan dün akşam abi ve ablasız bir hayat düşündü.,abi,abla,2028
CO531213,89,26,X-lik-and-Y-lik,kötü,Sinan gece yarısı hayaletlik ve canavarlık bir sahne tasarladı.,hayalet,canavar,2404
CO531213,92,27,X-and-Y-lik,oldukça iyi,Baran araştırması için orman ve çöllük bir alan çizdi.,orman,çöl,1621
CO531213,95,23,X-and-Y-li,kötü,Jale geçen hafta çatal ve bıçaklı bir masa kurdu.,çatal,bıçak,2037
CO289957,3,12,X-and-Y-lik,oldukça iyi,Merve aile mirasıyla ev ve bahçelik bir arsa satın aldı.,ev,bahçe,6045
CO289957,9,9,X-ci-and-Y-ci,kötü sayılır,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,8068
CO289957,12,19,X-lik-and-Y-lik,kötü sayılır,Zühre son yolculukta gecelik ve gündüzlük bir program belirledi.,gece,gündüz,6638
CO289957,15,23,X-li-and-Y-li,iyi,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,3237
CO289957,18,25,X-ci-and-Y-ci,kötü sayılır,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,6178
CO289957,24,27,X-lik-and-Y-lik,iyi sayılır,Baran araştırması için ormanlık ve çöllük bir alan çizdi.,orman,çöl,5468
CO289957,27,28,X-and-Y-lik,kötü,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,5875
CO289957,30,6,X-and-Y-siz,oldukça iyi,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,3319
CO289957,33,10,X-and-Y-ci,iyi,Ali her hafta kedi ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,4948
CO289957,36,30,X-and-Y-siz,kötü,Asuman dergi yazısı için düğün ve cenazesiz bir program önerdi.,cenaze,düğün,6456
CO289957,39,15,X-li-and-Y-li,oldukça iyi,Deniz misafir beklerken sürahili ve bardaklı bir konsept hazırladı.,sürahi,bardak,4393
CO289957,42,14,X-and-Y-siz,iyi sayılır,Elif gençlik yıllarında fare ve aslansız bir oyun sahneledi.,fare,aslan,8490
CO289957,45,17,X-ci-and-Y-ci,kötü,Eylül kamp yaparken tepeci ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,4661
CO289957,48,7,X-li-and-Y-li,oldukça iyi,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,5049
CO289957,51,32,X-and-Y-li,oldukça iyi,Aydan restorasyon projesi için taban ve tavanlı bir plan çizdi.,taban,tavan,6206
CO289957,54,3,X-lik-and-Y-lik,oldukça iyi,Leyla eski çarşıda atkılık ve şapkalık bir askı beğenmiş.,atkı,şapka,9589
CO289957,57,16,X-and-Y-li,oldukça iyi,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,3402
CO289957,60,22,X-and-Y-siz,oldukça kötü,Yankı geçen yaz at ve balıksız bir menü denedi.,at,balık,5890
CO289957,63,11,X-lik-and-Y-lik,oldukça kötü,Ahmet yabancı bir üniversitede bilimlik ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,3304
CO289957,66,24,X-and-Y-li,oldukça kötü,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,2848
CO289957,69,4,X-and-Y-lik,oldukça kötü,Burak tatlı için limon ve portakallık bir tabak hazırlamış.,limon,portakal,3806
CO289957,72,5,X-siz-and-Y-siz,oldukça iyi,Ece yılbaşı için tablosuz ve vazosuz bir masa seçti.,tablo,vazo,6381
CO289957,75,21,X-siz-and-Y-siz,oldukça iyi,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,4613
CO289957,78,13,X-siz-and-Y-siz,iyi sayılır,Emin geçen tatilde şehirsiz ve köysüz bir gezi yaptı.,şehir,köy,7049
CO289957,81,31,X-li-and-Y-li,oldukça iyi,Tülay sonbahar koleksiyonu için gömlekli ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,4717
CO289957,84,1,X-ci-and-Y-ci,iyi,Emel geçen haftasonu çorapçı ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,7164
CO289957,87,29,X-siz-and-Y-siz,iyi,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,8469
CO289957,90,26,X-and-Y-ci,iyi sayılır,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,5796
CO289957,96,20,X-and-Y-lik,iyi sayılır,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,8001
CO383794,3,9,X-and-Y-li,iyi sayılır,Zeynep bu hafta anne ve babalı bir toplantıya katıldı.,anne,baba,5775
CO383794,12,10,X-ci-and-Y-ci,kötü,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,8843
CO383794,15,31,X-and-Y-siz,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,9223
CO383794,18,2,X-ci-and-Y-ci,iyi sayılır,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,4484
CO383794,21,13,X-and-Y-lik,iyi sayılır,Emin geçen tatilde şehir ve köylük bir bölgeyi gezdi.,şehir,köy,9723
CO383794,27,23,X-and-Y-siz,iyi,Jale geçen hafta çatal ve bıçaksız bir piknik yaptı.,çatal,bıçak,7485
CO383794,30,29,X-and-Y-lik,kötü sayılır,Melis çocuk kitabı için ejderha ve perilik bir seri başlatmayı düşündü.,ejderha,peri,6158
CO383794,33,26,X-ci-and-Y-ci,kötü sayılır,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,9691
CO383794,39,5,X-and-Y-lik,iyi sayılır,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,5036
CO383794,42,25,X-and-Y-li,iyi,İzel toplantı sırasında burun ve boyunlu bir maske inceledi.,burun,boyun,7141
CO383794,45,17,X-and-Y-li,iyi,Eylül kamp yaparken tepe ve nehirli bir alan seçti.,tepe,nehir,4481
CO383794,48,15,X-and-Y-siz,iyi sayılır,Deniz misafir beklerken sürahi ve bardaksız bir sofra kurdu.,sürahi,bardak,9484
CO383794,51,1,X-and-Y-li,kötü sayılır,Emel geçen haftasonu çorap ve ayakkabılı bir takım aldı.,çorap,ayakkabı,6431
CO383794,54,19,X-and-Y-ci,iyi,Zühre son yolculukta gece ve gündüzcü bir rehberle tanıştı.,gece,gündüz,8307
CO383794,57,28,X-lik-and-Y-lik,kötü,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,avukat,doktor,9138
CO383794,60,24,X-li-and-Y-li,iyi,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,göz,kulak,8160
CO383794,63,21,X-and-Y-lik,kötü sayılır,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,5463
CO383794,66,3,X-and-Y-ci,iyi sayılır,Leyla eski çarşıda atkı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,9963
CO383794,69,14,X-siz-and-Y-siz,iyi,Elif gençlik yıllarında faresiz ve aslansız bir oyun sahneledi.,fare,aslan,8710
CO383794,72,20,X-lik-and-Y-lik,oldukça iyi,Fehime düğünden önce büyükannelik ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,7395
CO383794,75,4,X-lik-and-Y-lik,kötü sayılır,Burak tatlı için limonluk ve portakallık bir tabak hazırlamış.,limon,portakal,9680
CO383794,78,11,X-and-Y-ci,iyi,Ahmet yabancı bir üniversitede bilim ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,6740
CO383794,81,16,X-li-and-Y-li,kötü sayılır,Okan üniversite yıllarında çiftlikli ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,9410
CO383794,84,18,X-ci-and-Y-ci,iyi sayılır,Nevzat genç bir stajyerken okulcu ve camici bir mimarın eserlerini inceledi.,okul,cami,8382
CO383794,87,6,X-siz-and-Y-siz,oldukça iyi,Ali diyetteyken muzsuz ve havuçsuz bir kek yapardı.,muz,havuç,5419
CO383794,90,32,X-li-and-Y-li,iyi,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,taban,tavan,6916
CO383794,93,27,X-and-Y-ci,kötü sayılır,Baran araştırması için orman ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,8798
CO383794,96,8,X-li-and-Y-li,oldukça iyi,Selin tamir için kapılı ve pencereli bir atölye tasarlamış.,kapı,pencere,6859
CO240084,2,32,X-and-Y-siz,iyi sayılır,Aydan restorasyon projesi için taban ve tavansız bir oda düşündü.,taban,tavan,9211
CO240084,5,10,X-and-Y-li,iyi,Ali geçen ay kedi ve köpekli bir veteriner kliniği açtı.,kedi,köpek,4579
CO240084,8,17,X-li-and-Y-li,kötü,Eylül kamp yaparken tepeli ve nehirli bir alan seçti.,tepe,nehir,7817
CO240084,11,15,X-siz-and-Y-siz,iyi sayılır,Deniz misafir beklerken sürahisiz ve bardaksız bir sofra kurdu.,sürahi,bardak,8261
CO240084,14,24,X-and-Y-siz,iyi sayılır,Neval ders çalışırken göz ve kulaksız bir heykel çizdi.,göz,kulak,7595
CO240084,17,21,X-lik-and-Y-lik,oldukça kötü,Mertcan dün akşam abilik ve ablalık bir hediye aldı.,abi,abla,6678
CO240084,20,31,X-siz-and-Y-siz,iyi,Tülay sonbahar koleksiyonu için gömleksiz ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,8312
CO240084,23,1,X-li-and-Y-li,iyi sayılır,Emel geçen haftasonu çoraplı ve ayakkabılı bir takım aldı.,çorap,ayakkabı,5461
CO240084,26,25,X-li-and-Y-li,kötü,İzel toplantı sırasında burunlu ve boyunlu bir maske inceledi.,burun,boyun,8748
CO240084,29,23,X-siz-and-Y-siz,iyi,Jale geçen hafta çatalsız ve bıçaksız bir piknik yaptı.,çatal,bıçak,6527
CO240084,41,27,X-ci-and-Y-ci,oldukça kötü,Baran araştırması için ormancı ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,9547
CO240084,44,20,X-and-Y-ci,kötü,Fehime düğünden önce büyükanne ve dedeci bir gelenek hakkında yazı okudu.,büyükanne,dede,7028
CO240084,47,30,X-and-Y-lik,oldukça iyi,Asuman dergi yazısı için düğün ve cenazelik bir tema belirledi.,cenaze,düğün,6219
CO240084,53,8,X-and-Y-siz,oldukça iyi,Selin tamir için kapı ve penceresiz bir atölye tasarlamış.,kapı,pencere,5944
CO240084,56,5,X-lik-and-Y-lik,iyi,Ece yılbaşı için tabloluk ve vazoluk bir masa aldı.,tablo,vazo,4811
CO240084,59,26,X-and-Y-li,oldukça iyi,Sinan gece yarısı hayalet ve canavarlı bir hikâye okudu.,hayalet,canavar,4195
CO240084,65,11,X-ci-and-Y-ci,oldukça kötü,Ahmet yabancı bir üniversitede bilimci ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,4045
CO240084,68,18,X-and-Y-li,iyi,Nevzat genç bir stajyerken okul ve camili bir mahallede oturdu.,okul,cami,5514
CO240084,71,9,X-li-and-Y-li,iyi,Zeynep bu hafta anneli ve babalı bir toplantıya katıldı.,anne,baba,8455
CO240084,74,28,X-and-Y-ci,oldukça kötü,Yasemin mezuniyetinden önce doktor ve avukatçı bir derneğe katıldı.,avukat,doktor,7566
CO240084,80,4,X-and-Y-ci,kötü,Burak tatlı için limon ve portakalcı bir satıcıdan sipariş vermiş.,limon,portakal,8280
CO240084,83,6,X-and-Y-lik,iyi sayılır,Ali diyetteyken muz ve havuçluk bir saklama kabı almıştı.,muz,havuç,5363
CO240084,92,14,X-and-Y-lik,kötü sayılır,Elif takım oyununda fare ve aslanlık bir sembol seçti.,fare,aslan,5064
CO240084,95,16,X-and-Y-siz,iyi sayılır,Okan üniversite yıllarında çiftlik ve fabrikasız bir iş modeli önerdi.,çiftlik,fabrika,6997
CO438997,3,15,X-and-Y-lik,iyi sayılır,Deniz misafir beklerken sürahi ve bardaklık bir raf yaptırdı.,sürahi,bardak,5380
CO438997,6,17,X-and-Y-siz,kötü,Eylül kamp yaparken tepe ve nehirsiz bir manzara gördü.,tepe,nehir,5772
CO438997,9,13,X-and-Y-ci,iyi sayılır,Emin geçen tatilde şehir ve köycü bir yazarın kitabını okudu.,şehir,köy,7842
CO438997,12,26,X-li-and-Y-li,iyi,Sinan gece yarısı hayaletli ve canavarlı bir hikâye okudu.,hayalet,canavar,6608
CO438997,15,19,X-and-Y-li,kötü,Zühre son yolculukta gece ve gündüzlü bir seyahat planı hazırladı.,gece,gündüz,7948
CO438997,18,5,X-and-Y-ci,kötü,Ece yılbaşı için tablo ve vazocu bir dükkana uğradı.,tablo,vazo,4629
CO438997,21,11,X-and-Y-li,kötü,Ahmet yabancı bir üniversitede bilim ve teknolojili bir eğitim sistemi savundu.,bilim,teknoloji,4285
CO438997,24,2,X-li-and-Y-li,kötü sayılır,Ömer yeni evine masalı ve sandalyeli bir yemek odası kurdu.,masa,sandalye,4221
CO438997,27,10,X-li-and-Y-li,iyi sayılır,Ali geçen ay kedili ve köpekli bir veteriner kliniği açtı.,kedi,köpek,5221
CO438997,33,25,X-and-Y-siz,kötü,İzel toplantı sırasında burun ve boyunsuz bir mumya fotoğrafı gösterdi.,burun,boyun,6627
CO438997,39,22,X-lik-and-Y-lik,oldukça kötü,Yankı geçen yaz atlık ve balıklık bir hayvanay bahçesi yaptırdı.,at,balık,7712
CO438997,42,24,X-siz-and-Y-siz,oldukça iyi,Neval ders çalışırken gözsüz ve kulaksız bir heykel çizdi.,göz,kulak,3610
CO438997,45,32,X-siz-and-Y-siz,oldukça iyi,Aydan restorasyon projesi için tabansız ve tavansız bir oda düşündü.,taban,tavan,4472
CO438997,48,1,X-and-Y-siz,kötü sayılır,Emel geçen haftasonu çorap ve ayakkabısız bir yoga eğitimi aldı.,çorap,ayakkabı,6217
CO438997,51,4,X-ci-and-Y-ci,kötü,Burak tatlı için limoncu ve portakalcı bir satıcıdan sipariş vermiş.,limon,portakal,4571
CO438997,54,12,X-ci-and-Y-ci,iyi,Merve yeni villası için evci ve bahçeci bir peyzaj tasarımcısıyla anlaştı.,ev,bahçe,6211
CO438997,57,9,X-and-Y-siz,oldukça iyi,Zeynep yıllar önce anne ve babasız bir çocukluk geçirdi.,anne,baba,3852
CO438997,60,18,X-li-and-Y-li,iyi sayılır,Nevzat genç bir stajyerken okullu ve camili bir mahallede oturdu.,okul,cami,4887
CO438997,63,16,X-siz-and-Y-siz,oldukça iyi,Okan üniversite yıllarında çiftliksiz ve fabrikasız bir iş modeli önerdi.,çiftlik,fabrika,3683
CO438997,66,29,X-and-Y-ci,kötü sayılır,Melis çocuk kitabı için ejderha ve perici bir illüstratörle çalıştı.,ejderha,peri,9049
CO438997,69,31,X-and-Y-lik,oldukça iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonluk bir kumaş sipariş etti.,gömlek,pantolon,5412
CO438997,72,8,X-siz-and-Y-siz,iyi sayılır,Selin tamir için kapısız ve penceresiz bir atölye tasarlamış.,kapı,pencere,5992
CO438997,75,30,X-lik-and-Y-lik,iyi sayılır,Asuman dergi yazısı için düğünlük ve cenazelik bir tema belirledi.,cenaze,düğün,7455
CO438997,78,6,X-lik-and-Y-lik,kötü sayılır,Ali diyetteyken muzluk ve havuçluk bir saklama kabı almıştı.,muz,havuç,5377
CO438997,81,3,X-and-Y-li,oldukça iyi,Leyla eski çarşıda atkı ve şapkalı bir ünlüyle karşılaşmış.,atkı,şapka,7840
CO438997,84,14,X-lik-and-Y-lik,kötü sayılır,Elif takım oyununda farelik ve aslanlık bir sembol seçti.,fare,aslan,4352
CO438997,87,28,X-ci-and-Y-ci,kötü sayılır,Yasemin mezuniyetinden önce doktorcu ve avukatçı bir derneğe katıldı.,avukat,doktor,4385
